date,vpos,content,command,type,word
1174672914,20280,アンチコメントがないってのが凄い,,,
1174674104,14852,最近携帯とかで流行りの「全部入り」ってやつかああああｗｗｗｗｗｗｗ,,,
1174700530,15943,すげぇｗｗｗｗｗ,,,
1174703411,178,これにコメントしてるヤツはにわかオタ,big shita blue,nan,nan
1174712268,7320,古泉ぃぃぃぃ,,,
1174712306,9586,めがっさめがっさ,,,
1174712314,10117,朝倉さん！,,,
1174712322,10637,あっさくっらさん１,,,
1174712332,11361,キョン妹ｗｗｗ,,,
1174712363,14002,あっさくっらさん,,,
1174712372,14665,ざんねうｗ,,,
1174712381,15449,おいｗキョン妹はどうしたｗ,,,
1174712384,15732,ここかｗ,,,
1174714116,4822,LOVE☆LOVE,green shita,nan,nan
1174714193,8318,ハマるわなぁ・・・,green,nan,nan
1174714235,9423,めがっすわぁぁぁ〜〜〜,big green,nan,nan
1174717835,20396,編集　ネ申!!,,,
1174723140,18006,感動した,,,
1174727039,2403,ﾜﾛｗｗｗｗｗ,,,
1174727413,16345,やべぇ・・・キョン妹がはじめて萌えたｗｗｗ,,,
1174728844,4639,全然ずれてないじゃないかｗｗｗｗｗ,,,
1174729041,2458,再生数いつの間にか伸びすぎｗｗｗｗ,,,
1174729419,10761,ハレ晴レはもうこれしか聞けないなｗｗｗ,,,
1174766563,3255,再生しなおすのにいちいちF5押してるのかよ・・・最低のキチガイだな,,,
1174767725,10420,委員長～～～～！！,red shita big,nan,nan
1174767763,13837,委員長,red shita big,nan,nan
1174773024,10052,ちゅるやさんが一番だろ？,,,
1174773051,12419,てへ☆,,,
1174777137,7246,１０コメか,,,
1174777151,9010,え,,,
1174777160,9874,かわぁああああああああああぅぃ,,,
1174787347,901,つえｗ,,,
1174787506,15640,オタはこれ聞いてトキメクのか、、でもリアルではトキメけ無いんだ,,,
1174787542,19199,想像で遊んでな,,,
1174787549,19903,がき,,,
1174793215,3370,あれ？,,,
1174793275,9326,これはすげえな,,,
1174793341,15977,いもうとｗｗｗｗｗｗ,,,
1174793653,6439,ノ,,,
1174793655,6646,ノ２,,,
1174793656,6770,ノ３,,,
1174793660,7020,ノ４,,,
1174793661,7214,ノ５,,,
1174793753,5705,萌えええええええええええ,red,nan,nan
1174796186,1863,今日もきますた,,,
1174796355,18740,受験乙,big green,nan,nan
1174818877,3623,みくる,,,
1174818953,9033,鶴屋さん,,,
1174818981,10705,朝倉,,,
1174818987,5833,これは,,,
1174819136,20796,ネ申,,,
1174819210,6758,ネ申。,big green,nan,nan
1174825634,21086,本当に素人編集なのか？,,,
1174827242,7455,神だな,,,
1174827251,8357,いいねー,,,
1174827267,9903,すげー！！！ｗ,,,
1174827279,10896,切り替えうますぎｗ,,,
1174827301,13385,でもメロディ違うのもあるしな、どうするんだろｗ,,,
1174827316,14817,これ作った人天才！,,,
1174827350,18244,かっこいい！,,,
1174827361,19297,かわいいｗ,,,
1174827378,21005,乙！,,,
1174831040,11230,びゅーんコケタｗｗｗｗｗ,,,
1174831151,16413,そーせーせきハサミ貸してｗｗｗｗｗｗ,,,
1174831299,10948,夏子,,,
1174831422,20998,男がいないからここまで来た,,,
1174832726,15949,　　　　　　　タワシコーナー,big blue shita,nan,nan
1174833359,12865,wwwwwwwwwwwwww,big green,nan,nan
1174833439,20922,ハイクオリティ,big green,nan,nan
1174836372,10162,八重歯,,,
1174836426,15613,てぃひ☆,,,
1174836438,16794,おきて,,,
1174836467,19456,長門！！！！,,,
1174836480,20992,かみ,,,
1174837192,14481,うま,,,
1174837258,21034,神,,,
1174841178,234,おまえもなｗ,shita,nan,nan
1174841267,8357,ここからが神,shita,nan,nan
1174841283,9947,繋げ方がうめぇｗ,,,
1174841287,10363,よし,,,
1174841289,10585,きたー,,,
1174841293,11039,３００ｗ,,,
1174841394,21076,乙！,,,
1174845647,11468,あおき自重ｗ,,,
1174849860,20974,古泉ノリノリすぎだろｗｗｗｗｗｗ,,,
1174849920,6269,キョン愛してる,big green,nan,nan
1174849988,12745,きょんーーー！！！！！！,red,nan,nan
1174851083,4336,計測事項です(*-ω・)b,shita,nan,nan
1174852543,1455,うえええええええええええええええええい,shita,nan,nan
1174852597,6855,ここいい,shita,nan,nan
1174852646,11708,びゅううううううううううううううううんｗｗ,shita,nan,nan
1174852689,15987,うわｗｗｗかわいいｗｗｗ,,,
1174852720,19166,いえいえいえいえいえいえいえｗｗ,,,
1174852737,20783,ＧＪＧＪＧＪＧＧＪＧＪ,,,
1174852738,20927,せりｔｙうぇｒ９ｔｆ「,,,
1174870671,20280,クオリティ高すぎ,,,
1174870707,20349,クオリティ高すぎｗｗｗｗｗｗｗ,,,
1174882753,8442,うはｗｗ,,,
1174885635,19814,受験おつ,,,
1174889462,7117,別にクオリティ高くないじゃん,,,
1174889558,17964,シアかよ,,,
1174893234,20250,編集ネ申…！！,,,
1174898502,20890,ｇｊｇｊｇｊｇｊｇｊｇｊｇ,,,
1174914274,8275,神！,,,
1174914291,9863,かわゆーーーーーーーー,,,
1174914325,13327,さいこおおおおおおおおおおおおおおおおおお,,,
1174914479,20632,かわゆすううううううううううう,,,
1174914486,21155,神,,,
1174916454,13552,あなたが神か。,shita,nan,nan
1174920508,17954,その技術俺にください,,,
1174921432,5366,おっとこーなら,,,
1174925036,11828,これくらいの編集誰でもできるだろ,,,
1174928684,17037,あなたが神か,shita,nan,nan
1174928701,18476,神いわゆるゴッド,shita,nan,nan
1174928738,20710,でしょ？,shita,nan,nan
1174929902,3050,この動画はもっと評価されるべき,shita,nan,nan
1174931336,9540,松岡あああああああああああああああああ！！！！,,,
1174956871,5679,キョンかわいいよキョン,,,
1174956885,7027,キョンは俺のものだから,,,
1174956945,12993,キョンかわいいよキョン,,,
1174960516,2644,これはなにがすごいんだ？,,,
1174964086,19762,感動～,,,
1174968977,10232,全然違う歌を画に合わせたのか？？,,,
1174974239,238,え？,blu big shita,nan,nan
1174974647,13349,さっ,,,
1174996572,3350,すげえ軽い！,,,
1174996622,8372,ｍｊｄｋ,shita,nan,nan
1174996639,10087,朝倉～！！！,red,nan,nan
1174996647,10864,声すげえｗｗｗ,red,nan,nan
1174996661,12285,つかれる,red,nan,nan
1174996697,15846,ｷﾀｰｰ！,red,nan,nan
1174996706,16497,ｷｮﾝ君おきてー,red,nan,nan
1174996745,20621,うぇうぇうぇうぇ,red,nan,nan
1174996748,20934,ああああ,red,nan,nan
1175000667,3730,ブーーー（　＾ω＾）ーーーン,,,
1175013848,8811,この動画の良さがわからん。他のやつのほうが良くない？,red,nan,nan
1175022023,19753,良いクオリティだな,,,
1175031849,1711,一日三回見てますｗ,,,
1175031865,3359,ここ最高,,,
1175032004,17220,ＬＤ買ってくるwa,big green shita,nan,nan
1175042203,17792,巧いなぁ,,,
1175049135,3636,時間の果てまで,,,
1175049177,6591,ミクルかわいいな,,,
1175049262,15005,あ,はぁはぁ,nan,nan
1175051669,16563,-,,,
1175052614,1317,3回目,,,
1175052683,8519,この後が問題だ,,,
1175052730,13197,すごいね,,,
1175052776,17813,可愛い～～～妹～～,,,
1175065485,20971,otu,,,
1175066011,20600,いいな,,,
1175070481,11448,朝倉歌うまいな,,,
1175070517,15070,ざんねうｗ,,,
1175070521,15478,りすくです,,,
1175076245,10284,朝倉さんを見るとひぐらしを思い出してしまうのは俺だけか？,,,
1175083705,457,ズレてな～い,pink big,nan,nan
1175083748,4848,ちょｗｗｗ　これすごいなぁ。。。,pink big,nan,nan
1175083810,11003,こわっｗｗ,,,
1175083844,14443,こわいってｗｗ,,,
1175083905,20509,神・・・,,,
1175083918,21159,神　おつ～,,,
1175088840,8657,鶴屋さんは渡さんｗ,,,
1175090883,13857,すごすぎるｗｗｗｗｗ,,,
1175095492,9838,苗字が同じ俺はめがっさいただき,big green,nan,nan
1175095548,15104,小泉自重,red,nan,nan
1175095598,10078,次は!!,,,
1175095688,18335,すごすぎる,,,
1175111385,19336,あれ？いま俺の妹出てなかった？,,,
1175127543,6118,いいねぇー,pink,nan,nan
1175127623,13725,w,purpie,nan,nan
1175138545,13725,ちょｗｗｗｗｗｗｗｗ神ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ,,,
1175139816,3177,Wow！！,,,
1175152655,16154,３０才「ピーマン嫌い」,big green,nan,nan
1175153041,4374,みくるは俺の嫁,,,
1175156130,1795,アホの子ｗｗｗｗｗｗ,,,
1175156346,21039,ハルヒ厨そろそろ死ねｗｗｗｗ,big shita,nan,nan
1175164223,8082,これはもっと評価されるべき,,,
1175166065,6000,あ,,,
1175168081,11962,これはネ申だろ。常識的に考えて,,,
1175171517,13176,繋げ方うまいな…,,,
1175171565,17981,すげぇぇぇぇぇっぇえ,,,
1175171576,19124,確かにこれは評価されてもいいわ・・・,,,
1175178920,5512,キョンは私の婿,,,
1175179836,15397,sugeeeeeeeeeee,,,
1175180076,3271,何がどう凄いの？,,,
1175180145,10497,ほ～・・・,,,
1175180160,12016,これは切り替えが本当にうまい,,,
1175186871,172,一日寝る前にに一回見て寝る。そう歯磨きのように,big green,nan,nan
1175188443,21159,良くやった,,,
1175189134,10107,古泉はいただいた,pink big shita,nan,nan
1175190655,9530,さあ・ここから更にネ申！,,,
1175198165,4571,いや、みくるは俺の嫁,,,
1175213787,3494,ここで唐突にDo you know Oyashirosama?,big green,nan,nan
1175213853,10154,にょれろーん,big green,nan,nan
1175234056,6787,きょおおおおおん,,,
1175235700,17768,うめぇ,,,
1175270474,13516,あさくらあああああああ,,,
1175270490,15169,ドキッドキッ,,,
1175286141,21155,ハーイｗｗ,shita,nan,nan
1175415133,8555,くるぞｗｗｗ,,,
1175523676,21159,すげー,,,
1175791935,18876,つるやさんｶﾜｲｽ,,,
1175947484,18038,LV30の妹,,,
1176363111,554,のりのりｗ,,,
1176375479,9378,きめぇｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ,big green,nan,nan
1176522745,10345,ナイスブルマ♪,,,
1176522798,10428,ナイスブルマ,red,nan,nan
1176831183,20614,だんだん文句が減ってワロス,,,
1177067773,20794,埋もれてるのが惜しいわ,,,
1177079560,9809,すげ,,,
1177079566,10389,今すごさに気付いた,,,
1177144177,20885,つなげ方うまいな～,,,
1177312360,1910,一日3回は見ている,,,
1177497708,6927,誰かもっかいようつべにうｐしてくれないかなぁ・・・,shita,nan,nan
1177512705,1557,またきますた,,,
1177512792,10303,のりょ～ん,,,
1177512901,21159,おつ～,,,
1177741045,4431,想像でええぇぇぇぇぇ,big green,nan,nan
1177741093,9109,こっからすげぇ,big green,nan,nan
1177741108,10637,あさくらｗｗｗｗｗｗ,big green,nan,nan
1177741168,13973,「複製ね。」,,,
1177741190,16264,ピーマン嫌いｗｗｗｗ,,,
1177741215,18735,神ｗｗｗｗｗｗｗｗ,,,
1177968386,10692,ハルヒは俺の嫁だあああああああああああああああああ!!!,,,
1178011461,11559,最終回みたいだ！！,red,nan,nan
1178073809,15846,馬刺しコーラ,big green,nan,nan
1178205805,15901,馬刺しコーラ,,,
1178243939,8184,ここからが本番,,,
1178469003,4041,やっぱりクオリティじゃないか？,,,
1178469357,13976,「死になさい」,,,
1178469410,19263,全員神でいいでしょ。,,,
1178711016,6904,俺今日見るの十回目なんだが。,,,
1178711149,14558,進みましょうか,,,
1178711152,14875,戻りましょうか,,,
1178784978,2328,画質はこれくらいが良しｗｗ,,,
1178791708,2429,１万人再生ｗｗｗすげえｗｗ,,,
1178791797,11295,ぶ━━⊂二二二（　＾ω＾）二⊃━━ん,,,
1178791820,13599,すげえなおい,,,
1178791847,14041,鳥肌たったぶ━━⊂二二二（　＾ω＾）二⊃━━ん,,,
1178791881,17385,すげえええ,,,
1178791900,19244,かわいい,,,
1178791905,19767,すｋ－,,,
1178797690,5757,なら古泉は私の嫁,,,
1178797705,6442,古泉愛してる,big green,nan,nan
1178797825,12406,古泉ぃいいいいいいい,red,nan,nan
1178797926,11274,なるほど・・これはいいな,,,
1178798203,13163,キョンは俺,shita purple big,nan,nan
1178871681,17006,すげええええええええええええええ,,,
1178871702,19077,いいなあ,,,
1178877220,12740,キョン！！！！！！,,,
1178883032,3581,１万人再生ｗｗｗｗ,,,
1179138989,16513,おっきした,,,
1179140356,13748,キョン愛されてるね(´･ω･`),,,
1179141458,15876,馬刺しコーラー！,,,
1179147672,16491,ｋｔｋｒｗｗｗｗｗｗｗｗｗｗｗｗｗｗ,,,
1179156081,6936,やっぱキョンだな,,,
1179398326,690,ｗｋｗｋｗｔｋｔｋｔｋｔｋｔｋｔｋｔ,,,
1179414598,1014,神,,,
1179414607,1932,ネ申,,,
1179414726,9246,お前がキモイんだろ　間違えんなよ,big red,nan,nan
1179414923,20978,お前が死ねよ ゴミ,big red shita,nan,nan
1179445270,15869,basashi!!,,,
1179844200,9151,長門がよすぎて死にそうだｗｗｗｗｗｗｗｗ,,,
1180517819,13730,よく音がずれないな、関心。,,,
1180521265,13599,これ音楽普通に作れたけど,,,
1180522091,15469,あーーーー、やっと理解した俺、超バカだｗｗｗあと作者ｇｊ,,,
1180535264,9509,これはいい鶴屋さん,,,
1180535276,9976,これもいい鶴屋さん,,,
1180535386,17544,これは切り替えがほんといいタイミングだなー,,,
1180535630,5248,この動画の神さがわからない厨房再起動いてらｗｗｗｗｗｗｗｗｗｗｗ,,,
1180535686,10394,地味に凄い,,,
1180535830,19396,素晴らしいなw,,,
1180536532,6102,マジで分からん,,,
1180536580,11183,ニャンチュウのほうが面白かったな,shita red,nan,nan
1180536616,14788,ただの動画編集の糞動画です,shita red big,nan,nan
1180536660,19195,ここは褒めてやる,,,
1181065675,8148,ここからがすごい。,,,
1181065716,12288,疲れる,,,
1181065733,14002,複製ね☆,,,
1181065754,14049,FU☆KU☆SE☆I☆NE,,,
1181065770,15310,リスクです,shita,nan,nan
1181065841,19082,笑ってる表情で暗いよね頑張ってよ,big,nan,nan
1181119587,21155,糞動画,shita,nan,nan
1181119807,12824,後半からこの動画の良さが分かった,,,
1181119878,7069,すげえええ,,,
1181119905,9762,お前らな～～このタイミングのすごさがわからんのか？,red,nan,nan
1181119928,12074,わからん奴は、一回うｐしてみろ！！,red,nan,nan
1181120193,6663,おまいら愛してるｗ,big green,nan,nan
1181122224,1868,うめえｗｗｗｗｗｗｗｗｗｗｗｗ,,,
1181122482,11857,あ、今分かったｗｗすげぇｗ,,,
1181122869,6276,これはすげええええええええええええええええええええええ,,,
1181122896,4268,まさに無駄遣い,,,
1181122915,10877,ここからが神展開！,,,
1181122934,8542,特にクオリティ高いわけでもないと思うんだが・・・,,,
1181122944,9583,おおお！！！,,,
1181122972,16603,いや俺がキョンだから,shita ,nan,nan
1181122995,18931,作者天才！,,,
1181123059,21064,自演？,,,
1181123093,2566,またきました,,,
1181123533,15786,はいはい、じゃぁ君がやりなさい,,,
1181123693,10868,ここから本番か,,,
1181123826,13218,切り替えうますぎ,,,
1181124484,11826,これすげぇよ･･･！！,,,
1181124577,8081,これわからない奴って・・・ちょっとな・・・,,,
1181124749,4128,ここからやばいぞ,,,
1181136200,7677,２番目からが特にいいな,,,
1181136353,131,高画質版→sm281377じゃね？,shita,nan,nan
1181152752,19689,この辺の歌詞ひでえなｗ,,,
1181185241,1863,うめえええええええええええええええええええええええええええ,,,
1181272550,6814,すごい！！！,red,nan,nan
1181273571,2988,ワクワク,,,
1181353865,1863,神動画毎日見てます！！！！！！！！！,,,
1181354056,21155,天才作者ｇｊ,,,
1181355801,1445,すご,,,
1181355927,13694,なぜ神なのか説明おろ,,,
1181553867,21005,元気補充した、仕事行ってくる～,,,
1181967880,16697,このシーンは3人の関係がよく見えて好き,,,
1182242200,20010,すごすぎ,,,
1182258674,1678,iPodで再生数１００超えたよ,,,
1182279954,12025,GJ！,,,
1182433718,21011,えっこれって元々あるPVじゃないの？,ue orange big,nan,nan
1182492741,1752,のりのりである,,,
1182493388,4953,ちちもみ・・・俺みたい,,,
1182496895,14459,すごいわこれ,,,
1182499959,5674,ここのキョンハンサム,,,
1182508239,11375,（　＾ω＾）かわいいお,,,
1182573630,21138,い,green shita small,nan,nan
1182573633,21138,ご,green shita small,nan,nan
1182573634,21138,す,green shita small,nan,nan
1182573955,1188,きたぁーーーーーーーーー,,,
1182573957,1702,謎々みたいに,,,
1182573962,2202,地球ぎをとｋｋじあかいしあうｓた,,,
1182573969,2960,わくわくしたいと,,,
1182573973,3263,ねがいながら,,,
1182573978,3831,じかんはてｍなでー,,,
1182573979,3931,Buuuuu,,,
1182573986,4668,で＾－－－－－－－－－,,,
1182574007,6757,あつめよう,,,
1182574018,7771,おおきなゆめゆめ,,,
1182574059,11628,時間に乗ろうよー,,,
1182574070,12973,むかうとこむてきだよ,,,
1182610751,2740,長門のﾀｰﾝ,,,
1182610769,4556,おおｗｗ,,,
1182610836,11230,なるほど、それで五人か,,,
1182610840,9558,増えてね？,,,
1182610905,18176,ふえとるｗ,,,
1182671207,3712,ブーーーーーーーーーーーーーーーン,orange2,nan,nan
1182671328,14438,残念★,orange2,nan,nan
1182762129,6972,キョン良く動くねぇ～,,,
1182762180,9413,鶴屋は絶対俺の物,cyan big,nan,nan
1182775292,12881,キョンは俺のもの,,,
1182952884,818,復活おめ！！,,,
1182957285,12842,すっげｗ,,,
1182957333,16812,すげえええ,,,
1182957334,17842,かうぃい,,,
1182959341,2727,タグ吹いたｗｗｗｗｗｗｗｗ,,,
1183015602,11272,ﾌﾞ───⊂二二二二二二二(　＾ω＾)二二二⊃───ﾝ,,,
1183015697,16554,⊂二二二（　＾ω＾）二⊃ﾌﾞｰﾝ,,,
1183018004,4023,ｋｔｒ,,,
1183018021,5676,ネ申ｋｔｒ,,,
1183018061,9694,これは常識,,,
1183018145,10880,これも常識,,,
1183018165,11451,これまた常識,,,
1183018199,12285,これも常識,,,
1183018216,14274,つるやさーーーｍん,,,
1183018252,17324,ｋｔｒｗｗｗｗｗｗｗｗ,,,
1183018253,17417,ｗｗｗｗｗｗｗ,,,
1183018257,18241,ｋｔｒｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ,,,
1183018264,19116,紙,,,
1183018272,19590,じふｇｙｆ,,,
1183046410,3837,高画質版ほしいね～,,,
1183053028,14634,歌ってんのがハルヒ・みくる・長門だけじゃねーんだよ！,,,
1183106036,15410,りすくでぇす,,,
1183128394,19250,やっぱ朝倉歌うまいなｗｗｗ,,,
1183129475,6053,みくるは俺の嫁ｗｗｗ,,,
1183134693,0,あまりの違和感のなさに理解されない良作,,,
1183135049,8956,こっから神,,,
1183174622,254,↓違う,shita,nan,nan
1183293974,21155,乙ｗｗｗｗｗ,,,
1183294112,6463,キョンやべえ萌える,,,
1183295353,1311,再うｐ乙,,,
1183376226,1818,アニメ見ようかな・・・,,,
1183382521,12366,コレはいいな,,,
1183387392,3427,画質は低いのね,,,
1183387476,11611,35,,,
1183387500,13976,これってMADなのか？,,,
1183387520,16259,35,,,
1183551235,154,重いなぁ～,,,
1183552476,9663,鶴屋さああああああああああああああああああん,,,
1183571479,16250,娘「リーマン嫌い」,red shita,nan,nan
1183630313,961,eeeeeeeeeeeeeee,,,
1183630935,21155,うｐ主乙,,,
1183632660,2398,いいわぁ,,,
1183633854,10535,今把握した,,,
1183638397,15045,古泉のきもさがまたいい,,,
1183739759,10621,メｶﾞｯさ,,,
1183790417,14945,すげえな・・・,,,
1183791758,8285,ようつべｗ,,,
1183828574,3801,ぶーー,,,
1183828583,4686,あそぼお,,,
1183830682,8222,じゃぁ俺はハルヒの嫁,,,
1183830737,13847,国木田かわいす,,,
1183830761,16230,馬刺しこーらーｗｗ,,,
1183830791,18949,みくるのフトモモはいいな,,,
1183831025,13612,うん・・・？,,,
1183831055,16593,微妙・・・,,,
1183833786,5917,キョン,,,
1183833814,8695,は～,,,
1183833838,11068,余計疲れる,,,
1183833866,13905,晴れ晴れ,,,
1183833928,20138,ほんと残念だよこれ,,,
1183833946,21155,やぱうざい,,,
1183867735,14965,＾＾；　マナーまもって＾＾；　自分の顔が見えないからっていい気にならない＾＾；,shita,nan,nan
1183867867,21138,はいはい＾＾；マナー守りましょーね＾＾；,shita,nan,nan
1183869989,10477,名雪～～～～～～～,,,
1183901660,18764,高画像版消されてたな,,,
1183912168,1609,高画質版くれ,,,
1184066427,7394,キョンは普通にイケメンだと思うのはおれだけ？？,,,
1184066454,10100,あるあるｗｗ,,,
1184066473,10841,まゆげのターン,,,
1184086564,2573,高画質版あげてくれー,,,
1184087613,13053,やっとわかった！！ｗｗｗｗ,,,
1184087734,2322,２回目ｗｗｗ,,,
1184133315,10650,いもうと,white,nan,nan
1184145175,16131,ピーマン機雷♪,,,
1184256047,19072,ここの朝倉の映像が昔あった高画質版とちがうｗｗ,,,
1184259959,16460,うん、凄いｗｗｗｗｗ,,,
1184261146,8430,これはすげええええええ,,,
1184332790,3271,１０回は,,,
1184332809,5240,ハルヒ,,,
1184333599,14097,朝倉は俺の嫁ｗｗｗｗｗｗｗ,orange,nan,nan
1184333599,726,かわいい,,,
1184333639,4621,ハルヒ最高ーーーーーーーーーーーーーー,,,
1184333657,6525,そうか,,,
1184333669,7670,は？,,,
1184333679,8699,だよな,,,
1184333708,11476,そうだな,,,
1184333767,17541,ハルヒきゃわ,,,
1184333792,19960,ハルヒとやりてーーーーーーーーーーーーーーーーー,,,
1184333802,21016,首領,,,
1184333829,71,ハルヒのよさがわからん,,,
1184333873,4370,平野綾,,,
1184333888,5987,パンツ見れないの？,,,
1184333900,7241,振り付け,,,
1184333930,10078,赤文字うぜーーーーーーーーー,,,
1184333939,11157,赤消えろーーーーーーーーーーーー,,,
1184333954,12646,赤うぜーーーーーーーーーーー,,,
1184333972,14388,赤文字でてくるな！！！！！！！！！,,,
1184333990,16191,赤文字消えろ！！！！！！！！！！！！！,,,
1184334007,17886,赤は身体ｗｗｗｗｗｗｗｗｗｗｗｗ,,,
1184334027,19905,赤文字ふざけんな,,,
1184334038,20997,赤,,,
1184334071,2147,ハルヒどこがいいの？,,,
1184334079,3075,教えて,,,
1184334089,4041,キャワ,,,
1184334098,4924,おっぱい,,,
1184334165,11653,赤いらねーーーーーーーー,,,
1184334177,12813,赤,,,
1184334196,14746,赤なんだお前？,,,
1184334218,16906,ハルヒってなんですか？,,,
1184334234,18508,茶色の子かわいいね！！！！,,,
1184334253,20454,萌え,,,
1184334293,447,１８禁の同人誌いいの？,,,
1184334309,2239,ハルヒちゃん,,,
1184334520,1032,ハルヒ,,,
1184334530,2113,あやちゃん,,,
1184334721,21065,最高！！！！！！！！！！,,,
1184341305,9550,期待します,,,
1184393692,17583,アンチが多いのは人気のある証,,,
1184412375,9404,声質があってるから奇麗に聞こえるな,,,
1184416054,650,綾波レイ,,,
1184416080,3218,綾波レイ？,,,
1184416092,4428,おっぱい,,,
1184416111,6363,ハァハァ・・,,,
1184416138,8997,かわいいね！！,,,
1184416151,10303,なんだと！！,,,
1184416181,13312,やらせろ！！！,,,
1184416216,16841,パンツ見たい,,,
1184416225,17779,パンツ見せて,,,
1184416284,1539,全員GJ！！！！！！,,,
1184416304,3490,パンツ何色？,,,
1184416476,20741,１００回は見たYO,,,
1184473100,823,おもすぎ,,,
1184473114,624,おもいよおおおおお,,,
1184473152,4483,禁則事項♪,,,
1184473178,7009,ホモ発見,,,
1184473240,9522,ちゅるやああああ,,,
1184473254,10821,Ａらんくｷﾀ,,,
1184473268,12309,黄緑は俺の嫁,,,
1184473293,14754,後半のクオリティ半端ない,shita,nan,nan
1184473310,16502,おきて,,,
1184666316,21051,誰か高画質版再うpしてください。,shita big,nan,nan
1184693544,2570,超音質ｗｗｗｗ,,,
1184842127,17479,前の高画質板はいったい・・・,,,
1184846266,21155,まあまあ誹謗中傷はやめましょう,shita,nan,nan
1185401425,1479,うおおお,,,
1185401503,9256,ｗｗｗｗｗｗ,,,
1185401553,14417,うたうめえ,,,
1185551190,11866,ほぉ…上手く繋いだもんだなww,white,nan,nan
1185628132,6102,長門のスカート短いなｗ,shita,nan,nan
1185686095,16046,馬刺しこーらー,,,
1185727324,17262,こっからすげｗｗ,,,
1185829250,572,違う違う,,,
1185836842,14036,赤市ね,,,
1185836883,17857,赤マジで消えろ！,,,
1185839059,9109,きたきた,,,
1186014747,3456,再生数に対してコメントすくねーのなｗ,,,
1186014855,14318,赤が消えた今うぜー言ってるやつの方がうぜえよ,,,
1186026498,19686,すげえええええええええｗｗｗｗｗｗｗｗｗｗｗｗ,,,
1186098549,8255,←同感ｗ,,,
1186154180,11885,喜緑さんは俺の嫁,green small,nan,nan
1186658831,17993,ここすき,,,
1186660404,20801,すごすぐる,,,
1187003447,3200,上位に復活させてもいい出来だよなぁ,,,
1187207021,2918,画質悪くなったな,,,
1187284321,972,ちょｗｗ重い,,,
1187455849,13534,めっちゃうまいツナギだよな。,,,
1187463934,21159,よかったｗｗ支援age,,,
1187741472,2821,コメすくねｗ,,,
1187782004,600,すげえわ形態,,,
1187783495,0,どうみても作者の自演,,,
1187851296,2966,米すくなすぎｗｗｗ,,,
1188071637,11969,やばい,,,
