content,mophologics_num,bad_per_mophologic,simple_bad_flg,target,hiniku_per_mophologic,simple_hiniku_flg,positive_per_mophologic,simple_positive_flg
所詮リプレイ,2,0,0,1,0,0,0,0
画質悪いな,3,0,0,1,0,0,0,0
何かあるとすぐチートだヤラセだほざき出す無能ゆとりﾜﾛｽｗｗｗｗ,15,1,1,1,0,0,0,0
画質が落ちてるな,5,0,0,1,0,0,0,0
武道家の改心連発を知らないやつはゆとり,11,0,0,1,1,1,0,0
中国かわいそす,5,0,0,1,0,0,0,0
君は社交辞令という言葉を知っているかね？,13,0,0,1,1,1,0,0
こいつ新人なのに金持ってんな・・・,11,1,1,1,2,1,0,0
まあ高々数千円だしなぁ…忙しくて金使う間もないんだろう…,20,0,0,1,2,1,0,0
正装とまではいかなくても…この格好でこれる店には…,18,0,0,1,0,0,0,0
ここでコケろ,3,0,0,1,0,0,0,0
プロデューサーのイントネーションおかしいよね？,7,0,0,1,0,0,0,0
なんか切り方激しくなかった？,7,0,0,1,0,0,0,0
ダメに決まってるだろ,5,0,0,1,1,1,0,0
仕事中に電話かけてくんなっつの,10,0,0,1,0,0,0,0
この発言はＰに失礼すぎるのでは,10,0,0,1,1,1,0,0
タグが厳しすぎる,4,0,0,1,1,1,0,0
もっと上につれていけってことですね,10,0,0,1,1,1,0,0
お前の給料ならそんなもんかと思って・・・,13,0,0,1,0,1,0,0
ﾊﾙﾙﾝﾓ､ｶﾜｲｲﾃﾞｽﾖ,3,0,0,1,0,0,0,0
結局皆愚民,3,0,0,1,0,0,0,0
センスは無いよな,5,0,0,1,1,1,0,0
普通のレストランだろうな、周りの音が五月蝿いし,13,0,0,1,1,1,1,1
何が黒だ　死ね,6,1,1,1,0,0,0,0
下コメするバカ死なないかなあ,8,1,1,1,1,1,0,0
幼児,1,0,0,1,0,0,0,0
この画質、何がおもしろいのかわからん,10,0,0,1,0,0,0,1
何これ？つまらんすぎて意味ふ,9,0,1,1,0,0,0,0
Y.S-Yさん空耳動画はどうしたんですか？(笑)叩かれて逃げちゃいましたか(笑),29,0,0,1,0,1,0,0
やべぇ,3,0,0,1,0,0,0,0
ＹＳのカスはくたばれよ,6,1,1,1,0,0,0,0
犯罪者乙,3,0,0,1,0,0,0,0
身内しか楽しめない動画だな,7,0,0,1,2,1,0,0
なにがおもしろいの？,5,0,0,1,0,0,0,1
まあ犯罪者だもんな,6,0,0,1,0,0,0,0
くだらん,2,0,0,1,0,0,0,0
つまんね,3,0,1,1,0,0,0,0
意味不,2,0,0,1,0,0,0,0
"馬鹿らしい…(-д-"")",5,0,1,1,0,0,0,0
誰が得するのこの動画,6,0,0,1,0,0,0,0
コメない,2,0,0,1,1,1,0,0
Y.S-Yって死んだ人？,10,0,0,1,1,1,0,0
こんな身内動画アップしてどうするの？,10,0,0,1,0,0,0,0
薫:くだらない(-_-),4,0,0,1,0,1,0,0
Y.S帰れ！！,6,0,0,1,0,0,0,0
なにこれ,2,0,0,1,0,0,0,0
意味不明,2,0,0,1,0,0,0,0
バカバカバカ！,2,0,1,1,0,0,0,0
ありえねｪ,4,0,0,1,0,0,0,0
つまんねー,3,0,1,1,0,0,0,0
はっっっ‥？,5,0,0,1,0,0,0,0
会話がよく聞こえん,5,0,0,1,0,0,1,1
こいつらバカだろう,5,2,1,1,1,1,0,0
なにこれ,2,0,0,1,0,0,0,0
きもε=┏(;￣▽￣)┛,4,0,1,1,0,0,0,0
何これ！,3,0,0,1,0,0,0,0
アホらしい,2,1,1,1,0,0,0,0
あほ,2,0,1,1,0,0,0,0
バカ！,2,1,1,1,0,0,0,0
オモシロくない,3,0,0,1,1,1,0,0
バカ,1,1,1,1,0,0,0,0
つまんない,1,0,1,1,0,1,0,0
わいえすキモいよ死ねよ,7,2,1,1,0,0,0,0
なにこれ？,3,0,0,1,0,0,0,0
くだんねー,2,0,0,1,0,0,0,0
音ゲーしかできないくず,6,0,0,1,2,1,0,0
おもんない,1,0,0,1,0,1,0,0
幼稚ですか？？？,6,0,0,1,1,1,0,0
そうゆうノリ方しかできないんですねわかります,12,0,0,1,2,1,0,0
ノリがわからん,4,0,0,1,0,0,0,0
きたない,1,1,1,1,0,1,0,0
誰得動画だ？,5,0,0,1,0,0,0,0
焼き肉はへたくそだな,5,0,1,1,0,1,0,0
低レベル,2,0,1,1,1,1,0,0
なんだ身内動画か,5,0,0,1,0,0,0,0
声がキモい人がキモいアップすんなカスカスカスカスカスカスカスカスカスカスカスカス,12,2,1,1,0,0,0,0
眼鏡男キモいからｶｽｶｽｶｽｶｽｶｽｶｽｶｽｶｽ,6,1,1,1,0,0,0,0
全然面白くねーし,4,0,0,1,0,0,0,0
元曲知らないのが痛いな,8,0,0,1,1,1,0,0
いっぺん死んでみる？＾＾,7,0,0,1,0,1,0,0
んー。。。なんかなぁ・・・,11,0,0,1,0,0,0,0
ばーさん達うざい,6,0,1,1,0,0,0,0
タグがひどい,3,0,0,1,0,0,0,0
タグがわからない,4,0,0,1,1,1,0,0
死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね死ね,30,30,1,1,0,0,0,0
明日、殺します,4,0,1,1,0,0,0,0
 タイペイ さん死ね,4,1,1,1,0,0,0,0
なんだろ・・・これ・・・,9,0,0,1,1,1,0,0
死ね,1,1,1,1,0,0,0,0
死ねぇ,2,0,1,1,0,0,0,0
死ね死ね言ってる奴はタミフルゆとり,8,2,1,1,0,1,0,0
　なにこれ？,3,0,0,1,0,0,0,0
誰がどの口で抜かすんだてめぇ,9,0,0,1,0,0,0,0
パクリネタいつもお疲れ様です＾＾,6,0,0,1,0,1,0,1
ここのステレオサウンドが気持ち悪いんだなぁ,9,0,1,1,0,1,0,0
ジールのような糞虫はどんな時代にもかならずいるんだなぁ,15,0,1,1,0,1,0,0
曲ちがくね？,5,0,0,1,0,0,0,0
うp主はやりこんでないですね,10,0,0,1,1,1,0,0
つまらねえコメ連発すんじゃねえよボケ,9,1,1,1,1,1,0,0
灰かよ,3,0,0,1,0,0,0,0
時報自重,2,0,0,1,0,0,0,0
ボーカル下手すぎ,3,1,1,1,0,0,0,0
ずれすぎ,2,0,0,1,0,0,0,0
へ　た　く　そ,7,0,0,1,0,0,0,0
これはひどい・・・・,7,0,0,1,0,0,0,0
英語ぐダグダ,3,0,0,1,0,0,0,0
リズム感がない,4,0,0,1,1,1,0,0
演奏ばらばら,2,0,0,1,0,0,0,0
音質わるいなあ,3,0,1,1,0,0,0,0
音悪すぎ,3,0,0,1,0,0,0,0
何言ってんだろ？,6,0,0,1,1,1,0,0
胸糞悪い演奏だな,5,0,1,1,0,1,0,0
サビしかいえてねぇ,5,0,0,1,1,1,0,0
コーラス以前の問題だ　バカ,7,1,1,1,0,0,0,0
速すぎ,2,0,0,1,0,0,0,0
何なのかが良く分からない・・・。,12,0,0,1,1,1,0,0
理解できない,3,0,0,1,1,1,0,0
だから何？,3,0,0,1,0,0,0,0
あんちにぃーじゃないか,8,0,0,1,2,1,0,0
子供達にあやまって、そして芸能界に二度と現れるな！,14,0,0,1,0,1,0,0
すねお　死し死しシシしし視し,9,0,0,1,0,0,0,0
ゆとりにでもわかるっつーのｗお前が馬鹿,12,1,1,1,0,0,0,0
しね,1,0,0,1,0,0,0,0
呪われる・・・,5,0,0,1,0,0,0,0
なにこの曲、、、。,7,0,0,1,0,0,0,0
恐ろしい・・・,4,0,0,1,0,0,0,0
きもい＾＾,5,0,1,1,0,1,0,0
こわいんだけど,4,0,0,1,1,1,0,0
鬱になる・・・orz,7,0,0,1,0,0,0,0
今日は変なのが沸く日だな,10,0,0,1,0,1,0,0
すまない。音楽だけいただく。,7,0,0,1,2,1,0,0
呪われる,2,0,0,1,0,0,0,0
能登の演技は下手すぎ,6,1,1,1,0,0,0,0
声優やめろって感じ,4,1,1,1,1,1,0,0
恐怖,1,0,0,1,0,0,0,0
畏怖,1,0,0,1,0,0,0,0
呪詛,1,0,0,1,0,0,0,0
※本当に怖いのはあなたです,7,0,0,1,0,0,0,0
なんか寒気してきたんだけど・・・,12,0,0,1,1,1,0,0
これは･･･怖い･･･,5,0,0,1,0,0,0,0
マジで呪われるぞ,5,0,0,1,0,0,0,0
お祓いしなきゃ･･･,4,0,0,1,0,0,0,0
リアルで怖い,3,0,0,1,0,0,0,0
↑よくそんな顔できもいなんて口にできるな,12,0,1,1,0,1,1,1
この速さの方良いよな,8,0,0,1,0,0,1,1
赤青うざっ,3,0,0,1,0,0,0,0
女死ね,2,1,1,1,0,0,0,0
あの女ワガママにもほどがあるな,9,0,0,1,0,0,0,0
なんかすっげえオタクっぽいよなあ・・・主人公,12,0,0,1,0,0,0,0
マスゴミうぜえええええええええええええ,16,1,1,1,0,0,0,0
つかえねぇ,2,0,0,1,0,0,0,0
死ね,1,1,1,1,0,0,0,0
こいつうぜええええええええ,10,1,1,1,0,0,0,0
楽に逝けてよかったね,7,0,0,1,0,0,0,0
トミー無情すぎ,3,0,0,1,0,0,0,0
ばばあ逝ったな,5,0,0,1,0,0,0,0
で？,2,0,0,1,0,0,0,0
死ぬの？？,4,0,0,1,0,0,0,0
あーあ・・・死んだ,6,0,0,1,0,0,0,0
なんでこんなとこいってんの？,6,0,0,1,0,1,0,0
いまいち,1,0,0,1,0,0,0,0
想像つくだろ,3,0,0,1,1,1,0,0
無駄,1,1,1,1,0,0,0,0
パクりじゃねーかよ,6,0,0,1,1,1,0,0
かみ合わない実況,3,0,0,1,1,1,0,0
ガチャプレイきもいです,5,0,1,1,0,0,0,0
なんかフォントが安っぽいな,5,0,0,1,0,0,0,1
お前のコメントがきもいです,8,0,1,1,0,0,0,0
全体レベルひくっ,4,0,1,1,1,1,0,0
真ん中の男いらね,5,0,0,1,0,0,0,0
腹から声出せや,5,0,0,1,0,0,0,0
ブス女の嫉妬が臭いｗ,7,1,1,1,0,0,0,0
女ども嫉妬で発狂,5,0,1,1,0,0,0,0
悪コメする人はブスでデブな人です。,12,2,1,1,0,0,0,0
自分が好きならいいじゃん、アンチに対して嫉妬とか自分の価値観を押し付けるなよ荒らすなよ迷惑,23,0,0,1,1,1,2,1
いいこと教えてあげる　　　　　嫉妬してる奴は外も中もブス,20,1,1,1,0,1,1,1
こんな低レベルが評価されるとかﾜﾛﾀ,9,0,1,1,1,1,0,0
お前ホモかよぉ！,6,1,1,1,0,0,0,0
こいつきもい,4,0,1,1,0,0,0,0
おいうp主糞萌え豚アニメと混ぜんな,12,1,1,1,0,0,0,0
おもんねーから,3,0,0,1,0,0,0,0
おまけくそつまらん,4,1,1,1,0,0,0,0
最後のおまけで台無しだわ　センスなさすぎ,12,0,0,1,0,0,0,0
可愛いけど微妙,3,0,0,1,1,1,0,0
へた,1,0,0,1,0,0,0,0
低いすぎかな,4,0,0,1,0,0,0,0
読点入れすぎや説明文,6,0,0,1,0,0,0,0
うぜぇ・・・,6,0,1,1,0,0,0,0
ここのサークルは、歌はいいのに曲がしょぼい,12,0,0,1,1,1,1,1
ほっとんど好かれてないんだよなこの人,13,0,0,1,1,1,0,0
ゲスヤロウは死ねよ,4,1,1,1,0,0,0,0
淫夢厨しね,3,0,0,1,0,0,0,1
音程ずれずれ。もっと原曲聞け,8,0,0,1,0,0,0,0
顔でかすぎｗ,4,0,0,1,0,0,0,0
ごみ,1,1,1,1,0,0,0,0
この人でなし！,3,0,0,1,0,0,0,0
ディズニーバカ,2,1,1,1,0,0,0,0
主コメ二次元とか何言ってんの？ちゃんと歌詞聴いて考えてから歌えks,20,1,1,1,0,1,0,0
しかも下手,2,1,1,1,0,1,0,0
シーモアうぜえ,4,0,1,1,0,0,0,0
ﾋﾞｯﾁ４ね,3,0,0,1,0,0,0,0
頭固すぎワッカ,4,0,0,1,0,0,0,0
募金かよ,3,0,0,1,0,0,0,0
ワッカうぜぇわ,4,0,1,1,0,0,0,0
やっぱ女ってｋｚだわ,6,0,0,1,1,1,0,0
宗教ズうぜえな,6,0,1,1,0,0,0,0
自分で考えることもできないのかこのカブトムシ,11,0,0,1,1,1,0,0
こいつら顔一緒じゃん,5,1,1,1,0,1,0,0
ワッカ４ね,3,0,0,1,0,0,0,0
やっぱり女は屑,4,0,0,1,0,0,0,0
ネタに決まってんだろ,6,0,0,1,1,1,0,0
帰って、どうぞ,4,0,0,1,0,1,0,0
ワッカ死ね,2,1,1,1,0,0,0,0
うっさ,2,0,0,1,0,0,0,0
ここ地味に長いから嫌い,6,0,0,1,0,0,0,0
アーロンざっこ,2,1,1,1,0,0,0,0
腹から声出せ,4,0,0,1,0,0,0,0
キマリはgm,3,0,0,1,0,0,0,0
強打がやかましいな,4,0,0,1,0,0,0,0
手キモｗ,3,1,1,1,0,0,0,0
視線なんて見えねーだろ,5,0,0,1,2,1,0,0
だれだおまえは,4,0,0,1,0,0,0,0
声が小さいね 再投稿願います,9,0,0,1,0,0,0,0
きめえ,2,0,0,1,0,0,0,0
負け犬の遠吠えじゃんｗ,5,0,0,1,0,1,0,0
もうちょい練習しようか,5,0,0,1,0,0,0,0
よわｗｗｗ,2,1,1,1,0,0,0,0
アブ４ね,3,0,0,1,0,0,0,0
クソガキ、クソガキを語るクソガキにクソガキを語る,14,8,1,1,0,0,0,0
どんだけ時間かかってんだよ,8,0,0,1,1,1,0,0
ワッカうぜぇ,4,0,1,1,0,0,0,0
こえきも,3,0,1,1,0,0,0,0
偽物めっ,3,1,1,1,0,0,0,0
は？,2,0,0,1,0,0,0,0
これきらい,2,0,0,1,0,0,0,0
アバターやめろ,2,1,1,1,0,0,0,0
ここだいきらい,3,0,0,1,0,0,0,0
安物すぎィ！,4,0,0,1,0,0,0,1
きたない,1,1,1,1,0,1,0,0
うーん微妙,2,0,0,1,0,0,0,0
きめーな,3,0,0,1,0,0,0,0
プレイ動画ならちゃんとタグつけて,7,0,0,1,0,0,0,0
ぶっさいくｗ,4,0,1,1,0,0,0,0
馬鹿でブスばっか調子のりすぎ,7,2,1,1,1,1,0,0
だせえ,2,0,0,1,0,0,0,0
ぶっさ,2,0,1,1,0,0,0,0
よえええ,3,0,0,1,0,0,0,0
そんな事お前が決めんなよヴォケナス,8,0,0,1,0,0,0,0
エンコもまともに出来ないクソムシは動画あげんなよ,12,0,1,1,1,1,0,0
ゴミ動画,2,1,1,1,0,0,0,0
こいつ死ぬべき,3,1,1,1,0,0,0,0
彼女すらいない人間からすれば死んでもらいたい,12,0,0,1,1,1,0,0
恥ずかしく無いのかよ,5,0,0,1,1,1,0,0
や～い、乗っ取られてやんの,9,0,0,1,0,0,0,0
噛みすぎわろろ,3,0,0,1,0,0,0,0
きっめえ,3,0,0,1,0,0,0,0
下手すぎw,3,1,1,1,0,0,0,0
捨てゲーするならイベやるなゴミ！,9,1,1,1,0,0,0,0
へたくそが！,3,0,1,1,0,0,0,0
おもしろくない,2,0,1,1,1,1,0,1
きもい,3,0,1,1,0,0,0,0
死刑,1,0,0,1,0,0,0,0
下手,1,1,1,1,0,0,0,0
きもい・・・,6,0,1,1,0,0,0,0
お前は年がら年中頭がおかしい,6,0,0,1,0,0,0,0
きもすぎわろたｗｗｗ,4,0,1,1,0,0,0,0
髪型きしょい,2,0,0,1,0,0,0,0
うるせえよカタカタ先輩,5,0,1,1,0,0,0,0
馬鹿野郎,2,2,1,1,0,0,0,0
うるせーな,4,0,1,1,0,0,0,0
くだらないコメントが上がるのはあなた自身の問題だと思いますよ～,16,0,0,1,0,1,0,0
お前が４ねやカス,6,1,1,1,0,0,0,0
こいつほんまうざい,4,1,1,1,0,0,0,0
もうさ、死ねば,5,1,1,1,0,0,0,0
こんなクズ相手すんなよｗｗ,8,1,1,1,0,0,0,0
主確かにキモい,5,1,1,1,0,0,0,0
こいつキモいー,4,2,1,1,0,0,0,0
赤字ってうざいやつしかいないな,4,0,1,1,1,1,0,0
きもいいいいいいい,6,0,1,1,0,0,3,1
気持ち悪い,2,0,1,1,0,0,0,0
佐川はマジで死んで欲しい,7,0,0,1,0,0,0,0
誤字ワロタｗｗ,4,0,0,1,0,0,0,0
へたくそ,1,0,1,1,0,0,0,0
へたくそやめてまえ,5,0,1,1,0,0,0,0
こんなふうにやるならやらないほうがまし,10,0,0,1,1,1,0,0
これ連環いらないでしょ,5,0,0,1,1,1,0,0
弓にすればよかたのに,8,0,0,1,1,1,0,0
これで負けんのかよ,6,0,0,1,0,0,0,0
せっかくのアドバイスに聞く耳もたなすぎ,10,0,0,1,0,0,0,0
在日市ね,3,0,0,1,0,0,0,0
池沼タヒね,3,1,1,1,0,0,0,0
熊かわいくないw,4,0,0,1,1,1,0,0
遅いよバカー！,4,0,1,1,0,0,0,0
5分戦だしもっとガツガツ戦った方がいいと思います,15,0,0,1,0,1,1,1
ショットガン以前に立ち回りが酷い…,8,1,1,1,0,0,0,0
うざい,2,0,1,1,0,0,0,0
ほんとに頭わりーな・・・,8,0,0,1,0,0,0,0
うわっきもっ帰るわ,5,0,1,1,0,0,0,0
バカだから,3,1,1,1,0,0,0,0
クズめ,2,1,1,1,0,0,0,0
ざっまあみろ,1,0,0,1,0,0,0,0
可愛そう、てかコーチ死ね！,7,1,1,1,0,0,0,0
連携悪いな,3,0,0,1,0,0,0,0
いきなり誤字かよ,4,0,0,1,0,0,0,0
お互い下手すぎるわ,4,1,1,1,1,1,0,0
これはひどい,3,0,0,1,0,0,0,0
引退しろやくず,4,0,0,1,0,0,0,0
しね,1,0,0,1,0,0,0,0
もう動画あげるな,4,0,0,1,0,0,0,0
下手すぎわろた,4,1,1,1,0,0,0,0
マジで下手くそだな,5,1,1,1,0,1,0,0
相方のこと考えないんだったらやめろ,9,1,1,1,1,1,0,0
周り見てなさすぎ,6,0,0,1,0,0,0,0
質問が下手糞だね,5,1,1,1,0,0,0,0
アホすぎ,2,1,1,1,0,0,0,0
画質が・・・,5,0,0,1,0,0,0,0
おせええええええ,6,0,0,1,0,0,0,0
そらパクリだもん,4,0,0,1,0,0,0,0
は?,2,0,0,1,0,0,0,0
へた,1,0,0,1,0,0,0,0
なんだこのデブ,4,1,1,1,0,0,0,0
うまいんだけど息の切り方が微妙かな,12,0,0,1,1,1,1,1
バカにつける薬はない,6,1,1,1,1,1,0,0
もういい加減男いらねぇからところ構わず出てくんなよ　しね,16,0,0,1,0,0,0,1
きもい,3,0,1,1,0,0,0,0
いちご死んで欲しい,4,0,0,1,0,0,0,0
いちごバカだよね,5,1,1,1,0,0,0,0
きも,2,0,1,1,0,0,0,0
気持ち悪い！,3,0,1,1,0,0,0,0
シネ,1,0,0,1,0,0,0,0
死んで？,3,0,0,1,0,0,0,0
きも,2,0,1,1,0,0,0,0
しね,1,0,0,1,0,0,0,0
気持ち悪い曲,3,0,1,1,0,0,0,0
しかしクソの役にも立ってねえなぁｗ,11,1,1,1,0,1,0,0
どうやっても墓回避できないとかクソゲーすぎる,11,0,1,1,2,1,0,0
馬鹿じゃないのかこんな動画うｐするなんて,11,1,1,1,3,1,0,0
著作権厨に人権はありませーんwww,11,0,0,1,0,0,0,0
著作権厨ざまあwww,6,0,0,1,0,0,0,0
ざまあwwwww,3,0,0,1,0,0,0,0
手首とか弐寺やる資格ねーよ。しねよ,10,0,0,1,0,0,0,0
引退しろキモオタ,3,0,1,1,0,0,0,0
きめー,2,0,0,1,0,0,0,0
ただの泣き虫,3,0,0,1,0,0,0,0
ざこ確定,2,1,1,1,0,0,0,0
お前人のこと言えたプレイしてないぞ?wwww,13,0,0,1,1,1,0,0
名前きもい不快だった動画消してほしい,11,0,1,1,0,0,0,0
ez8下手すぎ,4,1,1,1,0,0,0,0
下手そしてアバがださい,6,1,1,1,0,0,0,0
さすがにきもいｗｗ,7,0,1,1,0,0,1,1
ほんと下手だな。味方よくがんばってるな。,11,1,1,1,0,1,1,1
これでわからない方がバカなの？W,11,1,1,1,1,1,0,0
見にくんなクズ,4,1,1,1,0,0,0,0
きたない,1,1,1,1,0,1,0,0
下手っつうかなんつうか・・・少し声遅れてる感があるな,18,1,1,1,0,0,0,0
聞こえないし、うまくないし、つまらん,10,0,1,1,2,1,1,1
こえちっせぇんだよざこ,4,0,1,1,0,0,0,0
正直女じゃなかったらだれもみねーぞこの内容,12,0,0,1,1,1,0,0
アスペだろ,2,0,0,1,1,1,0,0
下手ｗｗｗ,2,1,1,1,0,0,0,0
長友と仲良いとか関係ねーよカス,8,1,1,1,0,0,0,1
当たり前じゃねーだろカスｗ,6,1,1,1,2,1,0,0
マジキチ,1,0,1,1,0,0,0,0
音うるせえよ,5,0,1,1,0,0,0,0
バカが,2,1,1,1,0,0,0,0
口悪すぎだろしね,6,0,0,1,1,1,0,0
しこってろホモガキ,4,2,1,1,0,1,0,0
きもぼ,3,0,1,1,0,0,0,0
しこってろハゲ,3,1,1,1,0,1,0,0
きもいよーー,4,0,1,1,0,0,0,0
はげ,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
nan,1,0,0,1,0,0,0,0
喋り方と声がキモすぎる,7,1,1,1,1,1,0,0
不快なら見るなよ馬鹿なの？,9,1,1,1,0,0,0,0
カイジみたいな口調だなｗｗ,8,0,0,1,0,1,0,0
つまんね,3,0,1,1,0,0,0,0
まぢうざい,4,0,1,1,0,0,0,0
へたくそ,1,0,1,1,0,0,0,0
ネタ動画としては久しぶりの低レベル,8,0,1,1,1,1,0,0
きったねえ声,5,0,0,1,0,0,0,0
普通にキモイです,4,0,1,1,0,0,1,1
棒読み酷いな,3,1,1,1,0,0,0,0
ナレーターうぜぇ,4,0,1,1,0,0,0,0
死んでしまえ,3,0,0,1,0,0,0,0
つまんねぇ人間は何処行ったっておもしろい事なんてねぇんだよ,15,0,1,1,1,1,0,1
無駄な税金使わすなよバカDQNは・・・,13,3,1,1,0,0,0,0
